CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,UNIT_NUM
2013101762,,,,,,,,,,,,,,,,,,,,2
2013101766,,,,,,,,,,,,,,,,,,,,2
2013101767,,,,,,,,,,,,,,,,,,,,2
2013101773,U,U,U,U,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,1
2013101777,N,N,Y,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,1
2013101793,,,,,,,,,,,,,,,,,,,,2
2013101794,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013101795,,,,,,,,,,,,,,,,,,,,2
2013101806,,,,,,,,,,,,,,,,,,,,2
2013102296,Y,Y,U,Y,Y,Y,2.0,Y,Y,1200.0,N,,,,,,,,N,1
2013102314,,,,,,,,,,,,,,,,,,,,2
2013102562,,,,,,,,,,,,,,,,,,,,2
2013102572,,,,,,,,,,,,,,,,,,,,2
2013102596,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013102735,Y,N,N,Y,Y,Y,1.0,Y,Y,1400.0,N,,,,,,,,N,1
2013102790,N,Y,U,Y,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,N,1
2013102974,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,1
2013103009,,,,,,,,,,,,,,,,,,,,2
2013103039,N,U,U,U,U,U,9.0,Y,U,99999.0,N,,,,,,,,N,2
2013103530,N,Y,U,Y,Y,Y,1.0,Y,Y,1200.0,N,,,,,,,,N,1
2013103531,,,,,,,,,,,,,,,,,,,,2
2013103907,,,,,,,,,,,,,,,,,,,,2
2013103913,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013103923,N,Y,N,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,1
2013103924,,,,,,,,,,,,,,,,,,,,2
2013103948,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2013103993,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2013103996,,,,,,,,,,,,,,,,,,,,2
2013104005,,,,,,,,,,,,,,,,,,,,1
2013104012,,,,,,,,,,,,,,,,,,,,2
2013104017,,,,,,,,,,,,,,,,,,,,2
2013104023,,,,,,,,,,,,,,,,,,,,2
2013104337,,,,,,,,,,,,,,,,,,,,1
2013104376,,,,,,,,,,,,,,,,,,,,2
2013104378,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013104378,U,U,Y,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,N,2
2013104379,,,,,,,,,,,,,,,,,,,,2
2013104396,,,,,,,,,,,,,,,,,,,,2
2013104412,,,,,,,,,,,,,,,,,,,,2
2013104452,,,,,,,,,,,,,,,,,,,,1
2013104463,N,Y,Y,N,Y,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,2
2013104470,,,,,,,,,,,,,,,,,,,,1
2013104715,,,,,,,,,,,,,,,,,,,,2
2013104947,U,U,U,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,U,1
2013104954,U,U,U,Y,U,Y,9.0,U,U,99999.0,N,,,,,,,,U,1
2013105079,,,,,,,,,,,,,,,,,,,,2
2013105256,,,,,,,,,,,,,,,,,,,,2
2013105292,Y,U,U,Y,U,Y,1.0,Y,Y,49.0,N,,,,,,,,N,1
2013105349,,,,,,,,,,,,,,,,,,,,2
2013105760,N,Y,U,Y,Y,N,1.0,Y,Y,998.0,N,,,,,,,,N,1
2013106155,Y,Y,Y,Y,Y,Y,2.0,Y,Y,1340.0,N,,,,,,,,N,1
2013106406,N,Y,U,N,N,N,0.0,Y,N,1200.0,N,,,,,,,,N,1
2013106449,,,,,,,,,,,,,,,,,,,,1
2013106602,,,,,,,,,,,,,,,,,,,,2
2013106603,,,,,,,,,,,,,,,,,,,,1
2013106605,,,,,,,,,,,,,,,,,,,,2
2013106608,,,,,,,,,,,,,,,,,,,,2
2013106634,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013106643,,,,,,,,,,,,,,,,,,,,1
2013106644,,,,,,,,,,,,,,,,,,,,1
2013106651,,,,,,,,,,,,,,,,,,,,2
2013106653,,,,,,,,,,,,,,,,,,,,2
2013106661,,,,,,,,,,,,,,,,,,,,2
2013106662,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,2
2013106665,N,N,U,N,N,N,0.0,Y,N,99999.0,N,,,,,,,,N,1
2013106676,,,,,,,,,,,,,,,,,,,,2
2013106682,,,,,,,,,,,,,,,,,,,,1
2013106691,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013106694,,,,,,,,,,,,,,,,,,,,2
2013106710,,,,,,,,,,,,,,,,,,,,1
2013106711,,,,,,,,,,,,,,,,,,,,2
2013106724,,,,,,,,,,,,,,,,,,,,2
2013106728,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2013106732,,,,,,,,,,,,,,,,,,,,2
2013106736,,,,,,,,,,,,,,,,,,,,2
2013106741,,,,,,,,,,,,,,,,,,,,2
2013106748,,,,,,,,,,,,,,,,,,,,2
2013106750,,,,,,,,,,,,,,,,,,,,1
2013106754,,,,,,,,,,,,,,,,,,,,2
2013106756,,,,,,,,,,,,,,,,,,,,2
2013106766,N,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,2
2013106774,,,,,,,,,,,,,,,,,,,,2
2013106778,,,,,,,,,,,,,,,,,,,,2
2013106957,N,Y,U,N,N,N,0.0,Y,Y,1850.0,N,,,,,,,,N,2
2013107113,N,N,U,Y,U,Y,1.0,Y,Y,50.0,N,,,,,,,,N,1
2013107139,,,,,,,,,,,,,,,,,,,,2
2013107144,,,,,,,,,,,,,,,,,,,,2
2013107145,,,,,,,,,,,,,,,,,,,,2
2013107149,,,,,,,,,,,,,,,,,,,,2
2013107341,Y,N,Y,Y,N,N,0.0,Y,Y,1670.0,N,,,,,,,,N,2
2013107640,Y,Y,Y,U,Y,Y,2.0,Y,Y,12000.0,N,,,,,,,,N,1
2013107657,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2013107670,N,N,Y,Y,U,Y,1.0,Y,Y,650.0,N,,,,,,,,N,2
2013108455,N,N,N,N,N,N,0.0,Y,Y,65000.0,N,,,,,,,,N,1
2013108554,N,U,U,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,2
2013108650,N,N,Y,Y,N,Y,1.0,Y,Y,600.0,N,,,,,,,,N,1
2013108654,Y,Y,Y,Y,N,Y,3.0,Y,Y,1100.0,N,,,,,,,,N,1
2013108919,,,,,,,,,,,,,,,,,,,,2
2013108944,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013108945,N,U,U,Y,N,N,0.0,Y,U,99999.0,N,,,,,,,,N,1
2013109052,N,Y,Y,Y,Y,Y,1.0,Y,Y,999.0,N,,,,,,,,N,2
2013109133,,,,,,,,,,,,,,,,,,,,1
2013109156,,,,,,,,,,,,,,,,,,,,1
2013109340,,,,,,,,,,,,,,,,,,,,2
2013109355,,,,,,,,,,,,,,,,,,,,2
2013109358,U,U,U,Y,U,Y,1.0,Y,Y,99999.0,N,,,,,,,,U,2
2013109367,,,,,,,,,,,,,,,,,,,,2
2013109379,,,,,,,,,,,,,,,,,,,,2
2013109387,,,,,,,,,,,,,,,,,,,,2
2013109388,U,U,U,N,U,Y,1.0,Y,U,99999.0,N,,,,,,,,N,1
2013109394,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013109397,,,,,,,,,,,,,,,,,,,,2
2013109400,U,U,U,U,U,U,9.0,U,U,99999.0,U,,,,,,,,U,1
2013109403,,,,,,,,,,,,,,,,,,,,2
2013109427,,,,,,,,,,,,,,,,,,,,1
2013109431,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013109444,,,,,,,,,,,,,,,,,,,,2
2013109465,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2013109544,N,Y,Y,Y,U,U,1.0,Y,Y,99999.0,N,,,,,,,,N,1
2013109544,N,Y,Y,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,3
2013109824,Y,Y,U,Y,N,N,0.0,Y,Y,1450.0,N,,,,,,,,N,1
2013110047,N,U,U,Y,U,Y,1.0,Y,Y,1400.0,N,,,,,,,,N,1
2013110132,Y,U,U,Y,U,U,3.0,Y,Y,800.0,Y,Y,Y,U,U,3.0,Y,Y,N,1
2013110139,Y,N,U,N,N,N,0.0,Y,N,1450.0,N,,,,,,,,N,1
2013110277,N,N,U,N,N,N,0.0,Y,N,99999.0,Y,N,N,N,N,0.0,Y,Y,N,1
2013110719,,,,,,,,,,,,,,,,,,,,2
2013110720,,,,,,,,,,,,,,,,,,,,2
2013111036,Y,Y,N,Y,Y,Y,2.0,Y,Y,1450.0,N,,,,,,,,N,1
2013111097,,,,,,,,,,,,,,,,,,,,1
2013111120,,,,,,,,,,,,,,,,,,,,2
2013111719,,,,,,,,,,,,,,,,,,,,2
2013111763,,,,,,,,,,,,,,,,,,,,2
2013111773,,,,,,,,,,,,,,,,,,,,2
2013111794,,,,,,,,,,,,,,,,,,,,2
2013111827,,,,,,,,,,,,,,,,,,,,2
2013111828,U,U,N,U,N,N,0.0,Y,U,99999.0,N,,,,,,,,N,1
2013111862,,,,,,,,,,,,,,,,,,,,2
2013111864,,,,,,,,,,,,,,,,,,,,1
2013111870,,,,,,,,,,,,,,,,,,,,2
2013111874,,,,,,,,,,,,,,,,,,,,2
2013111886,,,,,,,,,,,,,,,,,,,,1
2013111899,,,,,,,,,,,,,,,,,,,,2
2013111918,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2013111950,N,N,N,N,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,1
2013111951,,,,,,,,,,,,,,,,,,,,2
2013111961,,,,,,,,,,,,,,,,,,,,1
2013112141,Y,Y,Y,Y,Y,Y,1.0,Y,Y,675.0,N,,,,,,,,N,1
2013112283,,,,,,,,,,,,,,,,,,,,2
2013112342,,,,,,,,,,,,,,,,,,,,1
2013112389,N,N,U,Y,N,Y,1.0,Y,Y,599.0,N,,,,,,,,N,1
2013112396,Y,Y,N,Y,Y,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,1
2013112403,N,Y,N,Y,Y,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,2
2013112781,Y,Y,Y,U,Y,Y,9.0,Y,Y,101.0,Y,Y,U,Y,Y,9.0,Y,Y,N,1
2013113038,U,N,U,Y,Y,Y,1.0,Y,Y,1200.0,N,,,,,,,,N,1
2013113999,Y,Y,U,N,N,N,0.0,U,N,1200.0,N,,,,,,,,N,1
2013114237,,,,,,,,,,,,,,,,,,,,2
2013114420,,,,,,,,,,,,,,,,,,,,2
2013114445,,,,,,,,,,,,,,,,,,,,2
2013114459,,,,,,,,,,,,,,,,,,,,2
2013114462,,,,,,,,,,,,,,,,,,,,1
2013114480,,,,,,,,,,,,,,,,,,,,2
2013114489,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,1
2013114492,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,1
2013114501,,,,,,,,,,,,,,,,,,,,2
2013114510,,,,,,,,,,,,,,,,,,,,1
2013114805,N,U,U,Y,Y,Y,1.0,Y,Y,0.0,N,,,,,,,,N,1
2013115286,,,,,,,,,,,,,,,,,,,,1
2013115346,U,U,Y,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013115354,,,,,,,,,,,,,,,,,,,,3
2013115355,N,U,U,U,U,U,9.0,U,U,800.0,Y,U,U,U,U,9.0,U,U,N,1
2013115654,U,Y,Y,U,U,U,9.0,Y,Y,99999.0,N,,,,,,,,N,1
2013115793,,,,,,,,,,,,,,,,,,,,2
2013115815,N,U,U,U,U,U,1.0,Y,Y,300.0,N,,,,,,,,N,1
2013116045,,,,,,,,,,,,,,,,,,,,2
2013116643,,,,,,,,,,,,,,,,,,,,2
2013116736,N,Y,N,Y,Y,Y,1.0,Y,Y,1600.0,N,,,,,,,,N,1
2013117120,Y,N,U,N,U,Y,3.0,Y,Y,1200.0,N,,,,,,,,N,2
2013117372,N,U,Y,N,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,N,2
2013117844,Y,Y,Y,U,Y,Y,3.0,Y,N,1200.0,N,,,,,,,,N,2
2013118783,N,U,U,Y,Y,Y,1.0,Y,Y,1690.0,N,,,,,,,,N,1
2013118824,,,,,,,,,,,,,,,,,,,,2
2013119625,Y,N,N,Y,N,N,0.0,Y,N,750.0,N,,,,,,,,N,1
2013119650,N,U,U,Y,U,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,1
2013119658,,,,,,,,,,,,,,,,,,,,1
2013119951,,,,,,,,,,,,,,,,,,,,1
2013120355,N,U,U,Y,Y,Y,3.0,Y,N,1900.0,N,,,,,,,,N,2
2013121020,N,N,U,N,N,N,0.0,Y,U,750.0,Y,N,N,Y,Y,1.0,Y,Y,N,1
2013121313,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,1
2013121376,,,,,,,,,,,,,,,,,,,,1
2013121387,U,U,Y,Y,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013121390,,,,,,,,,,,,,,,,,,,,2
2013121394,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013121397,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013121400,,,,,,,,,,,,,,,,,,,,1
2013121416,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2013121422,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013121424,,,,,,,,,,,,,,,,,,,,2
2013121425,,,,,,,,,,,,,,,,,,,,1
2013121428,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,2
2013121436,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013121437,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013121452,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013121471,,,,,,,,,,,,,,,,,,,,1
2013121508,,,,,,,,,,,,,,,,,,,,2
2013121510,,,,,,,,,,,,,,,,,,,,2
2013121528,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2013121559,,,,,,,,,,,,,,,,,,,,1
2013121560,,,,,,,,,,,,,,,,,,,,2
2013121617,,,,,,,,,,,,,,,,,,,,1
2013122079,N,N,N,N,N,N,0.0,Y,Y,65000.0,N,,,,,,,,N,1
2013122461,,,,,,,,,,,,,,,,,,,,1
2013122465,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013122963,,,,,,,,,,,,,,,,,,,,2
2013122981,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013123012,N,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013123014,,,,,,,,,,,,,,,,,,,,2
2013123045,,,,,,,,,,,,,,,,,,,,2
2013123045,,,,,,,,,,,,,,,,,,,,3
2013123052,,,,,,,,,,,,,,,,,,,,1
2013123290,Y,Y,U,Y,Y,Y,1.0,Y,Y,955.0,N,,,,,,,,N,1
2013124378,,,,,,,,,,,,,,,,,,,,2
2013124665,,,,,,,,,,,,,,,,,,,,2
2013125571,U,U,U,Y,U,U,9.0,U,U,50.0,N,,,,,,,,N,1
2013125860,,,,,,,,,,,,,,,,,,,,2
2013125905,,,,,,,,,,,,,,,,,,,,2
2013125908,,,,,,,,,,,,,,,,,,,,2
2013125924,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013125938,,,,,,,,,,,,,,,,,,,,2
2013125944,,,,,,,,,,,,,,,,,,,,2
2013125946,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013125954,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2013125967,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013125974,,,,,,,,,,,,,,,,,,,,2
2013125977,,,,,,,,,,,,,,,,,,,,2
2013125979,,,,,,,,,,,,,,,,,,,,2
2013126002,,,,,,,,,,,,,,,,,,,,2
2013126042,N,U,Y,Y,Y,Y,1.0,Y,Y,300.0,N,,,,,,,,N,1
2013126148,Y,N,U,N,U,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,2
2013126532,,,,,,,,,,,,,,,,,,,,2
2013126642,Y,Y,Y,Y,Y,Y,1.0,Y,Y,900.0,N,,,,,,,,N,2
2013126788,N,Y,U,Y,U,U,9.0,Y,Y,883.0,N,,,,,,,,N,2
2013126977,,,,,,,,,,,,,,,,,,,,1
2013126990,,,,,,,,,,,,,,,,,,,,2
2013127091,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,1
2013127523,N,Y,Y,Y,Y,N,1.0,Y,Y,750.0,N,,,,,,,,N,2
2013127921,Y,Y,U,Y,U,Y,1.0,Y,U,1200.0,N,,,,,,,,N,2
2013128216,U,U,U,U,U,U,1.0,U,U,99999.0,U,,,,,,,,U,1
2013129396,Y,U,Y,N,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,1
2013129402,,,,,,,,,,,,,,,,,,,,2
2013129423,U,U,U,U,U,U,1.0,Y,Y,99999.0,N,,,,,,,,U,1
2013129471,,,,,,,,,,,,,,,,,,,,2
2013129473,,,,,,,,,,,,,,,,,,,,3
2013129497,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,2
2013129648,N,Y,N,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,1
2013129927,,,,,,,,,,,,,,,,,,,,1
2013130038,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013130049,,,,,,,,,,,,,,,,,,,,1
2013130054,,,,,,,,,,,,,,,,,,,,2
2013130066,,,,,,,,,,,,,,,,,,,,2
2013130084,,,,,,,,,,,,,,,,,,,,2
2013130093,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2013130104,,,,,,,,,,,,,,,,,,,,2
2013130115,,,,,,,,,,,,,,,,,,,,2
2013130122,,,,,,,,,,,,,,,,,,,,2
2013130123,,,,,,,,,,,,,,,,,,,,2
2013130125,,,,,,,,,,,,,,,,,,,,2
2013130126,,,,,,,,,,,,,,,,,,,,1
2013130582,N,Y,N,Y,Y,Y,1.0,Y,Y,599.0,N,,,,,,,,N,2
2013130894,,,,,,,,,,,,,,,,,,,,2
2013131111,N,N,U,Y,Y,Y,1.0,Y,Y,11000.0,N,,,,,,,,N,2
2013131260,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2013132267,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2013132848,,,,,,,,,,,,,,,,,,,,2
2013133083,,,,,,,,,,,,,,,,,,,,2
2013133830,Y,Y,Y,Y,Y,Y,1.0,Y,Y,1200.0,N,,,,,,,,N,1
2014000264,N,Y,Y,Y,Y,Y,1.0,Y,Y,670.0,N,,,,,,,,N,1
2014000491,,,,,,,,,,,,,,,,,,,,2
2014000878,,,,,,,,,,,,,,,,,,,,1
2014000970,,,,,,,,,,,,,,,,,,,,2
2014001025,,,,,,,,,,,,,,,,,,,,1
2014001026,,,,,,,,,,,,,,,,,,,,2
2014001030,,,,,,,,,,,,,,,,,,,,2
2014001089,,,,,,,,,,,,,,,,,,,,1
2014001098,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2014001163,,,,,,,,,,,,,,,,,,,,2
2014002737,,,,,,,,,,,,,,,,,,,,1
2014002743,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2014002810,U,U,Y,N,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2014002832,,,,,,,,,,,,,,,,,,,,2
2014003855,,,,,,,,,,,,,,,,,,,,2
2014004416,Y,Y,U,Y,U,Y,1.0,Y,Y,1450.0,N,,,,,,,,N,2
2014006901,N,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,2
2014006999,N,Y,Y,Y,N,N,2.0,Y,Y,883.0,N,,,,,,,,N,2
2014008631,N,N,U,N,U,N,0.0,Y,Y,900.0,N,,,,,,,,N,1
2014009656,,,,,,,,,,,,,,,,,,,,2
2014009673,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2014009674,,,,,,,,,,,,,,,,,,,,2
2014009699,,,,,,,,,,,,,,,,,,,,1
2014009701,,,,,,,,,,,,,,,,,,,,2
2014009719,,,,,,,,,,,,,,,,,,,,2
2014009781,,,,,,,,,,,,,,,,,,,,2
2014009800,N,Y,N,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,1
2014009807,,,,,,,,,,,,,,,,,,,,2
2014009837,,,,,,,,,,,,,,,,,,,,2
2014009838,,,,,,,,,,,,,,,,,,,,1
2014009876,,,,,,,,,,,,,,,,,,,,1
2014010351,,,,,,,,,,,,,,,,,,,,2
2014010373,,,,,,,,,,,,,,,,,,,,2
2014013034,,,,,,,,,,,,,,,,,,,,2
2014013098,,,,,,,,,,,,,,,,,,,,2
2014013171,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2014013550,Y,U,N,Y,Y,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,1
2014015008,,,,,,,,,,,,,,,,,,,,2
2014015545,,,,,,,,,,,,,,,,,,,,1
2014016111,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2014016488,N,U,Y,Y,N,N,0.0,Y,Y,1570.0,N,,,,,,,,N,2
2014016942,,,,,,,,,,,,,,,,,,,,2
2014018644,Y,Y,Y,Y,Y,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,2
2014019104,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2014019135,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,2
2014022423,,,,,,,,,,,,,,,,,,,,2
2014022783,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2014024355,,,,,,,,,,,,,,,,,,,,2
2014024411,U,Y,U,Y,U,U,9.0,Y,U,1000.0,N,,,,,,,,N,2
2014024430,N,N,Y,N,U,Y,1.0,Y,N,99999.0,N,,,,,,,,N,2
2014031992,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2014063666,N,N,U,N,N,N,0.0,Y,Y,250.0,Y,N,N,N,N,0.0,Y,Y,N,1
2014124991,U,U,Y,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,1
2016037801,N,N,U,N,U,Y,1.0,N,N,99999.0,N,,,,,,,,N,1
2014004054,,,,,,,,,,,,,,,,,,,,2
2014005296,Y,Y,Y,Y,Y,Y,1.0,Y,Y,1200.0,N,,,,,,,,N,1
2014005310,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,U,2
2014005587,,,,,,,,,,,,,,,,,,,,1
2014005797,,,,,,,,,,,,,,,,,,,,2
2014006780,,,,,,,,,,,,,,,,,,,,1
2014008424,,,,,,,,,,,,,,,,,,,,2
2014008424,,,,,,,,,,,,,,,,,,,,3
2014014098,,,,,,,,,,,,,,,,,,,,2
2014014229,N,N,U,Y,N,N,0.0,Y,Y,16000.0,N,,,,,,,,N,1
2014014564,,,,,,,,,,,,,,,,,,,,2
2014016165,,,,,,,,,,,,,,,,,,,,1
2014016172,,,,,,,,,,,,,,,,,,,,2
2014016696,N,N,N,N,N,N,0.0,Y,Y,80.0,N,,,,,,,,N,1
2014019101,,,,,,,,,,,,,,,,,,,,2
2014021554,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,1
2014022036,,,,,,,,,,,,,,,,,,,,2
2014024467,,,,,,,,,,,,,,,,,,,,2
2014025519,,,,,,,,,,,,,,,,,,,,2
2014025867,N,Y,N,N,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,2
2014028051,,,,,,,,,,,,,,,,,,,,2
2014028053,,,,,,,,,,,,,,,,,,,,2
2014028163,Y,Y,N,Y,N,N,3.0,Y,Y,1500.0,N,,,,,,,,N,1
2014028908,U,U,U,U,U,U,9.0,U,U,99999.0,U,,,,,,,,U,1
2014029063,,,,,,,,,,,,,,,,,,,,1
2014029398,N,N,U,U,N,N,0.0,Y,Y,1100.0,N,,,,,,,,N,1
2014029412,Y,Y,N,Y,U,U,3.0,Y,Y,1731.0,N,,,,,,,,N,1
2014029439,N,N,Y,Y,Y,Y,1.0,Y,Y,750.0,N,,,,,,,,N,2
2014029473,,,,,,,,,,,,,,,,,,,,1
2014029633,,,,,,,,,,,,,,,,,,,,2
2014029854,,,,,,,,,,,,,,,,,,,,1
2014030293,,,,,,,,,,,,,,,,,,,,2
2014030452,N,Y,Y,U,N,N,0.0,Y,Y,600.0,N,,,,,,,,N,1
2014030802,U,U,U,U,U,U,9.0,Y,Y,1800.0,N,,,,,,,,N,1
2014030969,N,N,Y,Y,Y,Y,1.0,Y,U,99999.0,N,,,,,,,,N,1
2014031363,,,,,,,,,,,,,,,,,,,,2
2014032029,,,,,,,,,,,,,,,,,,,,1
2014032347,,,,,,,,,,,,,,,,,,,,1
2014032349,,,,,,,,,,,,,,,,,,,,2
2014032436,,,,,,,,,,,,,,,,,,,,2
2014032479,,,,,,,,,,,,,,,,,,,,2
2014032835,,,,,,,,,,,,,,,,,,,,1
2014033100,N,N,U,Y,,,0.0,Y,N,1250.0,N,,,,,,,,N,1
2014033251,Y,Y,U,Y,N,N,0.0,Y,Y,1450.0,N,,,,,,,,N,1
2014034054,Y,N,Y,Y,Y,Y,3.0,Y,Y,1570.0,N,,,,,,,,N,2
2014034168,,,,,,,,,,,,,,,,,,,,2
2014034176,,,,,,,,,,,,,,,,,,,,2
2014034858,,,,,,,,,,,,,,,,,,,,2
2014036037,N,Y,U,Y,Y,N,1.0,Y,Y,125.0,N,,,,,,,,N,1
2014036635,N,N,N,N,N,N,0.0,Y,N,750.0,N,,,,,,,,N,1
2014036640,N,U,U,Y,Y,N,1.0,Y,Y,600.0,N,,,,,,,,N,1
2014036816,N,N,N,N,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,2
2014037380,N,N,U,U,U,U,1.0,Y,Y,400.0,N,,,,,,,,N,1
2014037664,U,U,U,Y,U,U,9.0,Y,Y,650.0,N,,,,,,,,N,1
2014037985,Y,Y,Y,Y,N,N,0.0,Y,Y,1450.0,N,,,,,,,,N,1
2014038380,N,N,N,U,U,N,3.0,Y,Y,100.0,N,,,,,,,,N,1
2014038461,Y,Y,Y,Y,Y,Y,3.0,Y,Y,1584.0,N,,,,,,,,N,2
2014038479,Y,Y,U,Y,U,U,3.0,Y,Y,12000.0,N,,,,,,,,N,1
2014038557,Y,Y,U,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,N,2
2014038562,,,,,,,,,,,,,,,,,,,,2
2014038718,,,,,,,,,,,,,,,,,,,,2
